stationId,nom,latitude,longitude,Élévation,Date,PM,O3,NO2,SO2
80,Saint-Joseph,45.542767,-73.572039,53,2010-03-29,21,21,9,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-03-29,10,22,6,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-03-29,24,22,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-03-30,21,16,4,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-03-30,11,23,4,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-03-30,23,22,7,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-03-31,8,24,2,2
80,Saint-Joseph,45.542767,-73.572039,53,2010-03-31,18,23,3,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-03-31,13,23,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-01,25,17,7,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-01,20,18,5,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-01,28,15,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-02,44,38,6,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-02,28,38,8,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-02,33,37,8,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-03,49,44,6,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-03,32,43,10,8
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-03,31,41,7,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-04,36,34,4,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-04,23,32,6,8
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-04,24,33,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-05,27,33,5,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-05,20,30,6,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-05,18,34,6,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-06,26,29,11,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-06,14,28,9,10
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-06,18,31,8,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-07,40,24,8,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-07,34,25,8,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-07,38,18,7,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-08,23,20,3,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-08,14,21,2,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-08,13,19,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-09,24,23,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-09,14,22,6,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-09,18,24,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-10,15,27,2,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-10,11,26,3,25
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-10,11,26,1,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-11,15,27,2,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-11,9,26,4,25
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-11,12,28,2,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-12,13,28,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-12,8,27,4,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-12,13,29,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-13,16,29,8,5
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-13,12,28,8,5
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-13,16,30,7,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-14,18,30,9,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-14,15,28,9,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-14,17,31,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-15,17,29,4,5
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-15,10,30,3,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-15,19,29,7,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-16,14,25,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-16,9,26,3,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-16,18,27,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-17,26,20,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-17,13,22,3,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-17,20,21,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-18,19,23,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-18,9,23,3,10
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-18,13,24,3,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-19,20,24,8,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-19,9,24,6,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-19,11,26,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-20,22,29,8,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-20,15,29,8,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-20,18,30,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-21,26,22,10,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-21,18,25,7,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-21,21,31,11,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-22,20,22,4,7
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-22,11,23,3,5
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-22,21,23,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-23,17,27,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-23,15,27,7,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-23,12,28,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-24,23,31,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-24,17,30,5,34
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-24,16,31,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-25,22,30,7,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-25,15,30,7,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-25,14,31,8,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-26,28,28,7,12
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-26,17,28,8,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-26,27,28,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-27,16,27,5,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-27,7,27,4,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-27,12,27,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-28,16,27,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-28,7,29,5,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-28,9,29,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-29,16,28,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-29,8,27,5,9
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-29,11,28,3,
80,Saint-Joseph,45.542767,-73.572039,53,2010-04-30,18,29,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-04-30,9,29,5,16
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-04-30,12,33,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-01,32,27,6,9
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-01,16,25,5,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-01,18,26,8,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-02,48,35,7,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-02,32,35,5,13
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-02,37,34,7,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-03,34,28,4,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-03,22,26,7,10
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-03,21,27,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-04,31,29,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-04,18,30,7,14
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-04,24,27,3,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-05,25,27,5,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-05,14,27,6,38
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-05,15,26,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-06,27,30,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-06,18,28,4,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-06,19,29,2,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-07,13,24,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-07,6,22,3,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-07,10,24,1,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-08,20,21,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-08,10,20,3,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-08,13,21,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-09,14,22,1,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-09,8,21,4,9
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-09,7,23,1,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-10,13,29,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-10,7,28,5,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-10,13,30,3,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-11,19,25,9,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-11,14,25,6,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-11,16,27,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-12,18,28,5,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-12,9,28,5,5
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-12,15,27,7,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-13,18,28,7,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-13,12,28,6,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-13,16,31,8,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-14,29,26,8,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-14,25,27,9,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-14,21,25,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-15,32,20,8,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-15,27,22,7,8
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-15,25,19,8,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-16,18,28,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-16,11,27,4,12
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-16,10,29,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-17,30,31,7,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-17,18,33,8,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-17,21,36,7,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-18,38,35,10,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-18,26,36,8,7
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-18,38,34,11,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-19,31,29,8,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-19,16,28,5,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-19,19,30,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-20,25,30,7,5
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-20,19,29,9,9
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-20,21,30,7,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-21,20,32,9,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-21,15,31,9,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-21,17,30,12,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-22,34,40,11,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-22,26,39,7,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-22,29,40,12,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-23,33,32,4,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-23,20,34,4,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-23,22,31,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-24,26,31,5,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-24,18,31,6,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-24,20,29,6,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-25,40,33,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-25,28,32,5,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-25,30,35,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-26,40,32,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-26,27,32,5,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-26,30,34,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-27,23,32,4,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-27,14,27,9,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-27,19,31,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-28,21,32,6,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-28,15,30,7,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-28,21,38,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-29,44,32,7,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-29,38,32,6,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-29,31,33,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-30,61,28,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-30,53,28,4,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-30,38,25,3,
80,Saint-Joseph,45.542767,-73.572039,53,2010-05-31,241,35,6,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-05-31,213,36,4,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-05-31,186,36,6,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-01,78,28,7,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-01,120,30,6,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-01,38,29,6,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-02,39,33,5,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-02,38,32,7,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-02,23,35,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-03,27,21,5,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-03,17,16,4,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-03,26,24,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-04,31,24,7,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-04,20,25,6,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-04,25,26,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-05,31,26,7,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-05,20,22,7,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-05,22,25,6,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-06,20,13,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-06,9,13,2,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-06,15,14,2,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-07,18,21,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-07,8,18,4,9
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-07,11,20,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-08,14,19,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-08,7,19,4,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-08,9,20,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-09,19,24,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-09,14,26,5,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-09,12,29,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-10,21,24,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-10,12,23,4,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-10,16,23,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-11,28,25,7,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-11,21,28,6,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-11,25,25,6,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-12,29,28,7,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-12,25,29,9,13
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-12,19,28,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-13,53,35,8,3
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-13,38,32,9,8
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-13,41,31,6,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-14,34,20,7,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-14,23,20,5,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-14,33,,8,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-15,38,34,7,5
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-15,40,33,7,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-15,33,33,6,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-16,40,29,7,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-16,36,26,9,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-16,37,27,8,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-17,47,28,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-17,47,27,5,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-17,38,28,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-18,38,29,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-18,30,31,5,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-18,32,29,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-19,43,33,5,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-19,33,31,6,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-19,33,33,6,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-20,28,27,3,1
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-20,36,25,3,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-20,29,27,2,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-21,14,23,4,9
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-21,22,25,5,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-21,15,23,3,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-22,23,29,7,11
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-22,31,31,7,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-22,23,30,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-23,25,28,6,3
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-23,35,27,5,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-23,24,28,4,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-24,20,22,5,4
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-24,32,24,3,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-24,17,24,3,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-25,17,19,4,5
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-25,21,17,5,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-25,16,19,4,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-26,25,21,4,2
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-26,51,21,6,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-26,29,28,4,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-27,23,30,7,3
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-27,36,28,3,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-27,31,27,4,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-28,32,22,5,3
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-28,38,26,5,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-28,31,26,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-29,20,15,4,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-29,18,17,3,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-29,27,18,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-06-30,10,15,3,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-06-30,12,15,2,
80,Saint-Joseph,45.542767,-73.572039,53,2010-06-30,17,12,3,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-01,6,12,3,6
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-01,10,15,2,
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-01,14,13,3,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-02,14,19,5,5
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-02,13,23,3,
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-02,18,19,3,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-03,21,37,6,5
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-03,21,43,2,
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-03,27,35,2,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-04,33,41,3,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-04,34,44,3,
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-04,41,37,3,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-05,48,41,8,5
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-05,52,42,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-05,51,38,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-06,48,35,3,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-06,46,31,5,
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-06,52,32,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-07,57,48,5,3
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-07,63,48,6,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-07,56,49,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-08,50,35,5,2
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-08,49,33,7,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-08,48,36,7,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-09,39,35,6,1
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-09,48,29,6,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-09,42,36,4,
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-10,30,27,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-10,18,28,4,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-10,23,23,3,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-11,33,37,4,3
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-11,63,49,5,5
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-11,25,28,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-12,28,39,6,4
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-12,34,36,5,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-12,27,35,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-13,33,29,3,2
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-13,47,31,6,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-13,35,36,7,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-14,25,28,6,2
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-14,40,29,7,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-14,27,31,7,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-15,29,38,6,7
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-15,41,44,9,7
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-15,37,43,9,
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-16,37,28,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-16,25,28,6,4
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-16,29,28,4,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-17,32,31,6,4
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-17,38,32,6,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-17,30,31,6,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-18,23,15,6,11
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-18,36,16,4,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2010-07-18,21,18,2,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2010-07-19,13,22,4,4
80,Saint-Joseph,45.542767,-73.572039,53,2010-07-19,23,22,5,1
