longitude,latitude,Date,pluie,neige,precip_tot,neige_au_sol,hum_rel_max,hum_rel_min,hum_rel_moy,pt_rosee,vitesse_vent_max,vitesse_vent_min,vitesse_vent_moy,visibilite_max,visibilite_min,visibilite_moy,pression_max,pression_min,pression_moy,temp_max,temp_min,temp_moy
-73.75,45.47,2009-09-25,0.0,0.0,0.0,0,75,45,59.666666666666664,3.4500000000000006,22,0,12.541666666666666,48.3,24.1,28.58333333333334,102.47,101.67,102.27416666666669,15.1,8.1,11.216666666666669
-73.75,45.47,2009-09-26,0.0,0.0,0.0,0,91,47,67.66666666666667,5.904166666666666,20,0,9.875,48.3,24.1,34.67083333333333,102.44,100.85,101.70833333333333,17.8,5.6,12.141666666666671
-73.75,45.47,2009-09-27,16.6,0.0,16.6,0,96,66,88.5,11.8125,22,7,14.416666666666666,25.0,3.2,15.9,100.75,99.38,100.06583333333334,15.9,11.4,13.720833333333331
-73.75,45.47,2009-09-28,2.6,0.0,2.6,0,96,75,87.54166666666667,12.750000000000002,26,0,13.208333333333334,25.0,6.4,15.808333333333335,99.39,98.88,99.15625000000001,18.7,11.7,14.858333333333334
-73.75,45.47,2009-09-29,5.2,0.0,5.2,0,91,74,83.41666666666667,9.770833333333334,20,4,12.875,25.0,6.4,21.64166666666667,99.46,98.96,99.10375,13.7,10.8,12.549999999999999
-73.75,45.47,2009-09-30,0.6,0.0,0.6,0,86,60,75.16666666666667,3.7291666666666674,30,13,21.083333333333332,25.0,24.1,24.512500000000006,100.7,99.61,100.31541666666668,10.7,6.2,7.891666666666667
-73.75,45.47,2009-10-01,0.2,0.0,0.2,0,90,70,78.45833333333333,2.795833333333333,24,9,15.166666666666666,25.0,24.1,24.550000000000008,101.05,100.68,100.9116666666667,7.7,5.0,6.300000000000001
-73.75,45.47,2009-10-02,4.0,0.0,4.0,0,97,55,79.5,4.733333333333334,24,6,14.208333333333334,48.3,16.1,26.63333333333334,101.26,100.86,101.05583333333334,12.8,3.4,8.4375
-73.75,45.47,2009-10-03,7.8,0.0,7.8,0,99,80,92.79166666666667,11.129166666666663,24,7,12.916666666666666,25.0,3.2,15.329166666666666,100.87,100.62,100.74333333333333,15.7,9.9,12.29166666666667
-73.75,45.47,2009-10-04,0.8,0.0,0.8,0,99,69,88.75,11.083333333333334,13,0,6.625,25.0,0.4,13.504166666666665,100.87,100.61,100.74541666666669,15.1,11.3,12.995833333333332
-73.75,45.47,2009-10-05,0.6,0.0,0.6,0,94,67,82.54166666666667,9.295833333333334,28,6,16.833333333333332,48.3,16.1,28.287500000000005,100.56,100.31,100.46208333333333,14.5,10.3,12.287500000000003
-73.75,45.47,2009-10-06,0.2,0.0,0.2,0,94,67,80.83333333333333,7.650000000000001,22,7,14.375,48.3,24.1,26.566666666666674,100.81,99.94,100.57291666666667,13.1,8.1,10.941666666666668
-73.75,45.47,2009-10-07,21.8,0.0,21.8,0,95,72,84.20833333333333,9.216666666666667,35,15,22.333333333333332,25.0,8.0,21.762500000000006,100.1,98.62,99.14208333333335,14.8,9.6,11.829166666666667
-73.75,45.47,2009-10-08,0.0,0.0,0.0,0,88,57,74.5,6.254166666666667,24,9,16.5,48.3,24.1,31.60833333333333,101.13,100.26,100.91583333333334,13.5,8.1,10.729166666666666
-73.75,45.47,2009-10-09,12.2,0.0,12.2,0,97,81,93.41666666666667,9.708333333333332,11,4,7.541666666666667,25.0,4.0,13.208333333333329,100.96,100.15,100.54041666666667,11.7,9.7,10.762500000000001
-73.75,45.47,2009-10-10,1.6,0.0,1.6,0,93,39,66.25,2.1541666666666663,30,4,14.333333333333334,48.3,8.0,31.07083333333333,101.27,100.16,100.77875,12.0,5.3,8.645833333333334
-73.75,45.47,2009-10-11,0.0,0.0,0.0,0,84,39,57.5,-0.775,43,11,24.833333333333332,48.3,24.1,32.65416666666666,101.99,101.04,101.41625,10.0,3.9,7.416666666666668
-73.75,45.47,2009-10-12,0.6,0.0,0.6,0,86,42,66.29166666666667,-0.5833333333333333,20,7,13.833333333333334,48.3,25.0,36.65,102.39,101.84,102.1325,9.9,0.7,5.541666666666668
-73.75,45.47,2009-10-13,5.0,0.0,5.0,0,92,67,83.83333333333333,1.8583333333333336,19,4,10.083333333333334,25.0,16.1,22.77083333333334,101.85,101.28,101.50833333333333,7.5,1.3,4.429166666666666
-73.75,45.47,2009-10-14,0.0,0.0,0.0,0,88,51,67.625,-3.191666666666667,22,9,14.833333333333334,48.3,24.1,30.600000000000005,102.09,101.81,101.91833333333334,4.2,-0.6,2.3750000000000004
-73.75,45.47,2009-10-15,0.0,0.0,0.0,0,69,40,50.791666666666664,-7.058333333333333,17,0,9.75,48.3,24.1,34.63333333333333,101.92,101.6,101.74125,4.1,0.4,2.2583333333333337
-73.75,45.47,2009-10-16,0.0,0.0,0.0,0,79,42,63.0,-4.791666666666665,26,9,16.666666666666668,48.3,24.1,34.67083333333333,101.64,101.46,101.56249999999999,6.7,-2.2,1.8541666666666667
-73.75,45.47,2009-10-17,0.0,0.0,0.0,0,89,35,63.333333333333336,-3.991666666666667,20,7,13.041666666666666,48.3,24.1,34.670833333333334,102.0,101.61,101.82708333333329,8.4,-2.5,2.9375000000000004
-73.75,45.47,2009-10-18,0.0,0.0,0.0,0,80,37,60.583333333333336,-3.6500000000000004,20,7,13.125,48.3,25.0,34.70833333333333,102.19,101.75,101.94125000000001,9.4,-0.6,3.708333333333334
-73.75,45.47,2009-10-19,0.0,0.0,0.0,0,89,38,63.708333333333336,-2.079166666666666,19,0,9.708333333333334,48.3,24.1,29.629166666666674,101.87,101.21,101.57375,11.0,-2.8,4.820833333333333
-73.75,45.47,2009-10-20,0.0,0.0,0.0,0,74,59,64.375,4.3625,20,6,11.708333333333334,25.0,24.1,24.587500000000006,101.68,101.06,101.24958333333335,14.2,7.4,10.8125
-73.75,45.47,2009-10-21,2.2,0.0,2.2,0,75,58,65.5,2.1708333333333334,20,0,7.041666666666667,48.3,12.9,28.108333333333334,101.98,101.51,101.79583333333335,9.7,6.2,8.270833333333334
-73.75,45.47,2009-10-22,13.4,1.0,14.4,0,94,81,90.0,0.9041666666666668,28,7,16.958333333333332,25.0,4.0,15.941666666666668,101.79,100.52,101.09416666666665,4.4,0.4,2.3833333333333337
-73.75,45.47,2009-10-23,12.2,0.0,12.2,0,89,58,75.91666666666667,-2.3791666666666664,26,0,14.875,25.0,8.0,23.033333333333342,102.31,101.13,101.88041666666668,3.7,-1.5,1.5250000000000001
-73.75,45.47,2009-10-24,18.0,0.0,18.0,0,97,80,90.875,7.179166666666667,32,4,21.5,25.0,4.8,15.520833333333334,100.92,99.59,100.09083333333335,11.6,4.4,8.595833333333333
-73.75,45.47,2009-10-25,0.0,0.0,0.0,0,75,43,61.25,1.2624999999999995,39,7,24.5,48.3,24.1,32.65416666666666,101.92,99.89,100.995,11.5,2.3,8.512500000000001
-73.75,45.47,2009-10-26,0.0,0.0,0.0,0,79,50,61.833333333333336,-2.629166666666667,17,0,8.25,48.3,25.0,36.65,102.55,102.0,102.3125,7.3,-0.5,4.283333333333333
-73.75,45.47,2009-10-27,0.0,0.0,0.0,0,88,55,69.54166666666667,1.0,20,4,13.125,48.3,24.1,34.67083333333333,102.04,101.26,101.5308333333333,8.8,4.5,6.241666666666667
-73.75,45.47,2009-10-28,0.4,0.0,0.4,0,93,74,81.79166666666667,2.6333333333333333,28,15,22.375,25.0,12.9,21.200000000000003,101.77,101.26,101.44166666666666,7.1,3.7,5.541666666666665
-73.75,45.47,2009-10-29,0.0,0.0,0.0,0,90,64,77.29166666666667,1.925,20,0,9.916666666666666,25.0,24.1,24.587500000000006,102.31,101.8,102.13416666666666,8.7,3.0,5.654166666666668
-73.75,45.47,2009-10-30,1.8,0.0,1.8,0,95,76,87.375,7.254166666666666,28,0,12.791666666666666,25.0,8.0,18.46666666666667,102.07,100.37,101.41250000000001,13.2,3.9,9.279166666666667
-73.75,45.47,2009-10-31,8.8,0.0,8.8,0,93,61,79.20833333333333,8.2125,48,15,30.333333333333332,25.0,4.0,21.67916666666667,100.41,99.24,99.83791666666667,14.3,9.6,11.804166666666667
-73.75,45.47,2009-11-01,0.0,0.0,0.0,0,79,47,62.916666666666664,0.8833333333333336,41,7,17.916666666666668,48.3,24.1,32.69166666666666,102.19,100.48,101.46166666666669,10.4,5.5,7.654166666666666
-73.75,45.47,2009-11-02,0.0,0.0,0.0,0,81,51,65.54166666666667,-0.4416666666666667,17,6,9.958333333333334,48.3,24.1,29.666666666666668,102.31,101.32,101.96249999999999,10.2,0.5,5.675
-73.75,45.47,2009-11-03,1.6,0.0,1.6,0,88,52,73.70833333333333,1.9583333333333337,28,9,18.166666666666668,48.3,16.1,25.870833333333337,101.48,100.78,101.05749999999999,10.4,2.6,6.441666666666667
-73.75,45.47,2009-11-04,0.0,0.0,0.0,0,82,50,64.625,-4.312500000000001,22,0,12.041666666666666,48.3,24.1,31.645833333333332,102.12,101.58,101.98458333333332,4.6,-1.4,1.8250000000000002
-73.75,45.47,2009-11-05,0.0,0.0,0.0,0,87,59,69.79166666666667,-2.5166666666666666,19,6,11.375,25.0,24.1,24.587500000000006,102.06,101.17,101.56583333333333,4.8,0.1,2.5083333333333333
-73.75,45.47,2009-11-06,0.0,0.0,0.0,0,89,60,73.16666666666667,-2.5624999999999996,26,7,15.625,25.0,16.1,23.816666666666674,102.12,101.28,101.88416666666664,4.3,-1.2,1.8375000000000001
-73.75,45.47,2009-11-07,0.0,0.0,0.0,0,84,56,68.16666666666667,-2.941666666666667,24,6,14.166666666666666,48.3,24.1,32.69166666666666,102.09,100.69,101.39458333333333,8.0,-3.7,2.4583333333333335
-73.75,45.47,2009-11-08,0.0,0.0,0.0,0,78,36,54.916666666666664,1.2333333333333332,30,6,15.166666666666666,48.3,24.1,30.712500000000002,102.2,100.71,101.57416666666666,15.1,5.5,10.283333333333333
-73.75,45.47,2009-11-09,0.0,0.0,0.0,0,76,45,60.041666666666664,4.3875,37,0,12.791666666666666,48.3,24.1,27.650000000000006,102.2,101.26,101.68,18.3,4.9,12.133333333333335
-73.75,45.47,2009-11-10,0.0,0.0,0.0,0,81,51,64.70833333333333,1.8541666666666663,22,6,13.708333333333334,48.3,24.1,28.620833333333337,102.61,101.65,102.23375,12.3,3.2,8.266666666666667
-73.75,45.47,2009-11-11,0.0,0.0,0.0,0,86,48,68.125,-2.0083333333333333,11,0,5.208333333333333,48.3,24.1,30.6375,103.04,102.67,102.84083333333332,9.0,-1.4,3.545833333333333
-73.75,45.47,2009-11-12,0.0,0.0,0.0,0,91,49,73.5,-2.7083333333333344,9,0,3.5833333333333335,25.0,12.9,21.512500000000006,102.66,102.15,102.42458333333333,8.0,-3.8,1.8416666666666661
-73.75,45.47,2009-11-13,0.0,0.0,0.0,0,86,39,65.91666666666667,-3.183333333333333,17,4,11.375,25.0,19.3,22.162500000000005,102.17,101.82,101.98833333333333,9.7,-2.5,3.170833333333334
-73.75,45.47,2009-11-14,16.2,0.0,16.2,0,95,52,76.25,0.329166666666667,20,7,14.0,25.0,2.8,17.004166666666666,101.8,100.94,101.49833333333333,8.2,-0.7,4.320833333333334
-73.75,45.47,2009-11-15,0.0,0.0,0.0,0,97,87,94.54166666666667,8.354166666666668,19,0,7.083333333333333,16.1,0.4,5.962500000000001,100.92,100.64,100.79666666666668,11.9,7.2,9.208333333333334
-73.75,45.47,2009-11-16,0.0,0.0,0.0,0,83,50,63.833333333333336,-1.3375000000000001,28,6,18.083333333333332,48.3,19.3,30.4375,101.87,100.97,101.48041666666666,8.7,1.1,5.095833333333332
-73.75,45.47,2009-11-17,0.0,0.0,0.0,0,80,50,66.75,-4.195833333333333,15,0,6.333333333333333,48.3,24.1,26.641666666666676,102.66,101.89,102.40791666666665,5.2,-2.0,1.4625000000000001
-73.75,45.47,2009-11-18,0.0,0.0,0.0,0,95,45,77.16666666666667,-2.854166666666666,7,0,2.8333333333333335,25.0,0.8,19.858333333333338,102.84,102.46,102.64458333333333,7.3,-4.0,0.9500000000000001
-73.75,45.47,2009-11-19,0.0,0.0,0.0,0,94,66,82.70833333333333,-0.32499999999999984,17,4,10.083333333333334,25.0,0.8,16.92916666666667,102.43,101.42,102.09749999999998,8.1,-2.5,2.4333333333333336
-73.75,45.47,2009-11-20,9.8,0.0,9.8,0,95,71,85.625,4.108333333333333,43,6,23.833333333333332,25.0,2.4,15.754166666666665,101.36,100.43,100.6975,8.9,3.4,6.395833333333335
-73.75,45.47,2009-11-21,0.0,0.0,0.0,0,85,64,74.5,3.4499999999999997,28,11,19.333333333333332,48.3,24.1,26.64166666666667,101.92,100.69,101.31083333333332,10.1,3.6,7.766666666666665
-73.75,45.47,2009-11-22,0.0,0.0,0.0,0,93,67,77.83333333333333,-0.6458333333333334,17,4,9.166666666666666,25.0,24.1,24.662500000000005,102.76,101.94,102.48125,5.1,0.2,2.9333333333333336
-73.75,45.47,2009-11-23,0.0,0.0,0.0,0,95,71,86.58333333333333,-0.36666666666666675,20,6,11.291666666666666,25.0,0.6,14.174999999999999,102.88,102.41,102.69833333333332,6.8,-1.4,1.679166666666667
-73.75,45.47,2009-11-24,0.0,0.0,0.0,0,92,72,85.95833333333333,1.2458333333333333,17,7,11.916666666666666,16.1,8.0,11.741666666666665,102.35,101.71,102.07083333333337,7.5,-0.4,3.4416666666666664
-73.75,45.47,2009-11-25,4.4,0.0,4.4,0,95,77,88.04166666666667,3.1625,24,4,13.75,25.0,4.8,13.587499999999999,101.66,100.59,101.1475,8.0,2.8,5.008333333333333
-73.75,45.47,2009-11-26,0.0,0.0,0.0,0,95,80,87.125,6.0,15,0,7.125,25.0,9.7,21.079166666666673,100.77,100.21,100.57333333333334,9.8,5.1,8.033333333333333
-73.75,45.47,2009-11-27,11.8,0.0,11.8,0,96,83,91.625,4.791666666666667,28,7,14.166666666666666,25.0,0.2,10.783333333333333,100.15,98.76,99.50208333333332,6.6,5.1,6.0583333333333345
-73.75,45.47,2009-11-28,3.0,0.0,3.0,0,84,54,66.91666666666667,-1.1958333333333335,39,17,28.291666666666668,48.3,8.0,29.8625,100.25,98.74,99.51916666666665,6.7,2.3,4.504166666666666
-73.75,45.47,2009-11-29,2.6,0.6,3.2,0,87,65,73.16666666666667,-0.8916666666666667,24,4,12.708333333333334,25.0,9.7,23.49166666666667,100.57,99.95,100.33291666666666,4.9,1.4,3.516666666666666
-73.75,45.47,2009-11-30,0.0,4.8,5.4,1,93,65,83.29166666666667,-2.3208333333333333,22,4,13.25,25.0,2.0,13.9125,100.42,99.68,100.03124999999999,1.5,-2.1,0.26249999999999996
-73.75,45.47,2009-12-01,0.0,0.0,0.0,0,86,70,78.20833333333333,-2.6875,22,0,12.208333333333334,48.3,4.0,26.479166666666675,101.09,100.37,100.58916666666669,2.3,-2.3,0.7041666666666667
-73.75,45.47,2009-12-02,2.4,0.0,2.4,0,90,68,80.83333333333333,0.1083333333333335,19,4,8.875,25.0,11.3,24.05416666666667,101.35,100.5,101.02041666666668,7.8,-0.6,3.1458333333333335
-73.75,45.47,2009-12-03,29.4,0.0,29.4,0,95,79,90.29166666666667,4.283333333333333,33,6,20.791666666666668,25.0,2.4,9.454166666666666,100.33,98.54,99.36458333333336,6.8,4.6,5.7749999999999995
-73.75,45.47,2009-12-04,0.0,0.0,0.0,0,82,57,71.08333333333333,-1.3333333333333333,28,15,21.25,48.3,24.1,29.70416666666667,101.73,100.4,101.14666666666666,4.7,2.0,3.483333333333334
-73.75,45.47,2009-12-05,0.0,0.0,0.0,0,82,54,63.333333333333336,-6.008333333333334,15,0,5.583333333333333,25.0,24.1,24.662500000000005,101.84,101.19,101.58666666666669,1.8,-2.2,0.24166666666666667
-73.75,45.47,2009-12-06,0.0,1.2,1.2,0,89,47,71.83333333333333,-6.316666666666666,32,0,14.916666666666666,48.3,4.0,24.254166666666666,101.79,101.15,101.45458333333335,1.3,-5.7,-1.633333333333333
-73.75,45.47,2009-12-07,0.0,2.2,2.2,1,91,61,78.45833333333333,-5.262499999999999,9,0,4.041666666666667,25.0,2.4,16.44166666666667,102.01,101.56,101.78916666666667,-0.8,-3.2,-1.925
-73.75,45.47,2009-12-08,0.0,1.2,1.2,4,90,53,70.25,-8.683333333333332,22,0,10.666666666666666,25.0,6.4,20.520833333333332,102.35,101.62,102.09208333333332,-2.5,-6.1,-3.9124999999999996
-73.75,45.47,2009-12-09,0.0,28.0,27.4,17,92,60,80.21739130434783,-6.721739130434783,32,11,23.434782608695652,25.0,0.6,9.73913043478261,102.18,98.23,100.01217391304348,-1.2,-5.7,-3.6913043478260867
-73.75,45.47,2009-12-10,0.0,2.0,2.0,17,92,58,75.95833333333333,-5.566666666666666,50,6,29.791666666666668,25.0,3.2,18.00833333333333,99.42,98.36,98.77208333333334,1.1,-4.3,-1.7708333333333333
-73.75,45.47,2009-12-11,0.0,0.0,0.0,15,71,48,59.875,-13.370833333333335,52,26,38.166666666666664,48.3,19.3,25.39583333333334,101.44,99.56,100.42666666666666,-5.1,-8.9,-6.779166666666668
-73.75,45.47,2009-12-12,0.0,0.0,0.0,13,78,51,65.29166666666667,-12.308333333333332,35,11,19.625,48.3,24.1,29.666666666666668,102.5,101.54,102.18833333333332,-3.0,-10.1,-6.791666666666669
-73.75,45.47,2009-12-13,0.0,7.2,7.0,12,94,61,78.125,-7.145833333333333,28,0,11.166666666666666,48.3,1.0,19.608333333333334,102.28,100.61,101.30625000000002,-1.2,-8.7,-3.7500000000000013
-73.75,45.47,2009-12-14,0.0,0.6,0.6,17,94,81,88.625,-2.85,17,0,7.125,19.3,2.4,10.154166666666669,101.5,100.8,101.16500000000002,1.0,-4.9,-1.1874999999999998
-73.75,45.47,2009-12-15,0.0,3.2,3.0,18,91,62,83.54166666666667,-4.833333333333335,32,6,18.333333333333332,25.0,2.0,9.825000000000001,101.37,100.48,100.74958333333332,-0.6,-6.0,-2.3875
-73.75,45.47,2009-12-16,0.0,0.8,0.6,18,81,50,65.66666666666667,-16.375,32,0,18.125,25.0,1.6,21.045833333333338,102.05,101.41,101.76875000000001,-6.6,-15.5,-11.179166666666665
-73.75,45.47,2009-12-17,0.0,0.0,0.0,18,64,49,54.0,-24.41666666666666,32,15,21.083333333333332,48.3,24.1,26.64166666666667,102.55,102.1,102.39666666666669,-15.3,-19.4,-17.308333333333337
-73.75,45.47,2009-12-18,0.0,0.0,0.0,17,70,46,59.833333333333336,-21.700000000000003,20,0,10.666666666666666,48.3,24.1,30.712500000000002,102.38,101.68,102.11958333333335,-11.7,-18.8,-15.50416666666667
-73.75,45.47,2009-12-19,0.0,0.0,0.0,17,80,25,61.208333333333336,-20.645833333333332,9,0,3.1666666666666665,25.0,24.1,24.700000000000003,101.61,100.93,101.25083333333329,-7.8,-21.3,-14.3375
-73.75,45.47,2009-12-20,0.0,0.0,0.0,16,71,53,60.166666666666664,-17.545833333333334,19,4,9.5,48.3,24.1,30.712500000000002,100.92,100.67,100.79791666666667,-8.8,-14.1,-11.333333333333334
-73.75,45.47,2009-12-21,0.0,0.0,0.0,16,68,47,59.041666666666664,-15.9375,32,9,20.416666666666668,48.3,25.0,34.70833333333333,101.06,100.67,100.83166666666666,-6.2,-11.8,-9.3375
-73.75,45.47,2009-12-22,0.0,1.8,1.8,16,78,56,64.66666666666667,-18.375000000000004,30,19,23.041666666666668,48.3,2.8,21.483333333333334,101.62,101.09,101.43458333333332,-11.2,-15.5,-13.087500000000004
-73.75,45.47,2009-12-23,0.0,2.0,2.0,16,84,75,78.20833333333333,-12.220833333333331,28,13,20.916666666666668,24.1,2.4,10.6,102.04,101.38,101.59041666666663,-4.9,-11.7,-9.125000000000002
-73.75,45.47,2009-12-24,0.0,0.2,0.2,16,92,79,85.875,-4.7875000000000005,17,0,7.541666666666667,25.0,6.4,23.325000000000003,102.87,102.09,102.65166666666664,-1.3,-4.7,-2.7416666666666654
-73.75,45.47,2009-12-25,0.0,0.0,0.0,10,96,82,89.29166666666667,-3.491666666666666,28,0,14.875,25.0,19.3,24.337500000000006,102.87,102.55,102.72875,-1.0,-2.6,-1.970833333333333
-73.75,45.47,2009-12-26,14.6,0.4,19.6,9,96,81,86.91666666666667,-3.537500000000001,33,17,24.25,25.0,4.8,18.9875,102.55,101.59,102.13166666666667,0.6,-3.9,-1.633333333333333
-73.75,45.47,2009-12-27,14.6,0.0,14.6,8,100,90,95.83333333333333,0.13333333333333322,26,6,14.916666666666666,48.3,2.0,16.462500000000002,101.5,100.31,100.67916666666667,1.6,-0.3,0.7333333333333334
-73.75,45.47,2009-12-28,0.0,1.2,1.2,8,98,82,88.45833333333333,-2.4291666666666663,22,0,12.25,25.0,1.6,18.220833333333335,100.26,99.32,99.63333333333334,0.4,-2.2,-0.7583333333333333
-73.75,45.47,2009-12-29,0.0,3.6,3.0,9,94,56,71.91666666666667,-17.366666666666664,39,13,25.583333333333332,25.0,2.0,16.495833333333334,102.19,99.34,101.08333333333333,-2.7,-16.6,-13.237500000000002
-73.75,45.47,2009-12-30,0.0,0.0,0.0,8,87,59,69.79166666666667,-16.983333333333338,20,6,13.875,48.3,24.1,31.683333333333337,102.47,101.87,102.22416666666668,-6.1,-18.0,-12.583333333333334
-73.75,45.47,2009-12-31,0.0,0.8,0.8,8,91,76,85.5,-8.437499999999998,17,4,12.375,25.0,4.0,17.583333333333343,101.8,101.15,101.48541666666665,-3.4,-8.8,-6.3875
-73.75,45.47,2010-01-01,0.0,6.6,5.8,4,95,89,92.875,-5.037499999999999,17,7,12.833333333333334,6.4,1.6,3.983333333333333,101.11,100.4,100.78166666666665,-3.1,-5.2,-4.070833333333334
-73.75,45.47,2010-01-02,0.0,6.0,5.2,11,93,85,89.875,-8.654166666666667,30,7,16.458333333333332,12.9,1.2,7.104166666666667,100.36,99.85,100.24708333333331,-3.9,-11.2,-7.2875000000000005
-73.75,45.47,2010-01-03,0.0,11.8,10.6,15,94,85,89.58333333333333,-9.941666666666666,33,13,24.166666666666668,25.0,1.0,7.166666666666667,99.89,99.29,99.54333333333335,-5.0,-11.8,-8.529166666666665
-73.75,45.47,2010-01-04,0.0,0.4,0.4,18,92,77,83.79166666666667,-9.774999999999999,30,15,24.541666666666668,25.0,9.7,24.025000000000006,100.3,99.89,100.1291666666667,-5.4,-8.6,-7.491666666666667
-73.75,45.47,2010-01-05,0.2,1.8,2.0,19,95,82,89.20833333333333,-8.866666666666667,30,19,23.125,25.0,3.2,14.791666666666666,100.22,100.02,100.13,-5.1,-8.7,-7.383333333333333
-73.75,45.47,2010-01-06,0.0,1.0,0.8,19,90,78,83.70833333333333,-7.770833333333333,30,15,23.75,25.0,4.8,21.75,100.26,99.96,100.07416666666666,-4.7,-6.3,-5.4375
-73.75,45.47,2010-01-07,0.0,0.0,0.0,19,86,70,78.375,-9.541666666666666,32,9,21.666666666666668,25.0,6.4,23.012500000000003,100.72,100.27,100.55541666666666,-5.1,-7.4,-6.383333333333334
-73.75,45.47,2010-01-08,0.0,0.0,0.0,19,80,71,75.375,-11.179166666666667,19,0,10.166666666666666,25.0,24.1,24.700000000000006,101.0,100.43,100.62624999999998,-6.5,-9.3,-7.5666666666666655
-73.75,45.47,2010-01-09,0.0,0.0,0.0,19,79,44,57.416666666666664,-20.604166666666668,26,9,15.75,48.3,25.0,34.70833333333333,102.1,101.05,101.70916666666666,-11.0,-16.1,-13.85833333333334
-73.75,45.47,2010-01-10,0.0,0.0,0.0,19,78,51,68.125,-16.76666666666667,24,4,14.833333333333334,48.3,24.1,28.733333333333338,102.09,101.25,101.73541666666667,-4.8,-17.5,-12.041666666666666
-73.75,45.47,2010-01-11,0.0,0.0,0.0,14,86,63,76.5,-8.504166666666666,28,9,17.541666666666668,25.0,24.1,24.700000000000006,101.43,101.11,101.22791666666666,-4.0,-6.5,-4.991666666666666
-73.75,45.47,2010-01-12,0.0,0.0,0.0,14,77,54,64.125,-15.325000000000003,20,7,13.958333333333334,25.0,24.1,24.62500000000001,101.75,101.43,101.57666666666667,-5.8,-13.2,-9.754166666666668
-73.75,45.47,2010-01-13,0.0,2.2,1.4,14,88,57,75.41666666666667,-14.754166666666665,20,4,9.958333333333334,25.0,1.6,16.612499999999997,101.79,101.54,101.67958333333331,-7.8,-15.2,-11.179166666666667
-73.75,45.47,2010-01-14,0.0,0.0,0.0,15,86,79,83.41666666666667,-7.966666666666668,19,0,8.291666666666666,25.0,9.7,15.924999999999999,101.82,100.96,101.54958333333332,-0.3,-8.5,-5.591666666666666
-73.75,45.47,2010-01-15,0.0,0.0,0.0,15,96,73,85.0,-1.1291666666666667,32,0,11.916666666666666,25.0,2.4,14.612499999999999,101.47,100.87,101.1383333333333,2.7,-1.0,1.1583333333333332
-73.75,45.47,2010-01-16,0.0,0.0,0.0,10,80,72,76.16666666666667,-2.1250000000000004,35,7,24.416666666666668,25.0,24.1,24.700000000000006,101.57,101.23,101.37083333333334,2.2,1.1,1.6291666666666667
-73.75,45.47,2010-01-17,0.0,0.0,0.0,9,83,59,67.83333333333333,-10.812499999999998,30,4,21.666666666666668,25.0,24.1,24.700000000000006,101.74,100.73,101.30875000000002,1.1,-7.9,-5.779166666666665
-73.75,45.47,2010-01-18,0.2,0.2,0.4,9,96,78,89.625,-6.195833333333333,22,0,11.791666666666666,25.0,2.0,9.200000000000001,100.88,100.5,100.62958333333334,-2.3,-7.6,-4.733333333333334
-73.75,45.47,2010-01-19,0.0,1.0,1.0,9,94,85,91.33333333333333,-1.7375,11,0,5.916666666666667,8.0,2.0,4.666666666666667,100.87,100.75,100.81541666666668,0.9,-2.2,-0.5041666666666665
-73.75,45.47,2010-01-20,0.0,0.2,0.2,9,94,73,85.25,-3.4000000000000004,19,6,10.875,25.0,2.4,13.841666666666667,101.56,100.8,101.1083333333333,0.2,-3.5,-1.2083333333333333
-73.75,45.47,2010-01-21,0.0,0.0,0.0,9,89,78,82.375,-7.954166666666668,30,6,15.541666666666666,25.0,24.1,24.587500000000006,101.96,101.58,101.80000000000001,-4.2,-7.8,-5.429166666666668
-73.75,45.47,2010-01-22,0.0,0.0,0.0,9,90,49,73.5,-10.620833333333332,20,0,9.25,48.3,19.3,25.27083333333334,102.09,101.52,101.70958333333334,-2.0,-11.4,-6.3999999999999995
-73.75,45.47,2010-01-23,0.0,0.0,0.0,9,88,33,64.20833333333333,-14.491666666666667,11,0,4.875,48.3,25.0,32.766666666666666,102.39,101.98,102.20416666666667,-3.6,-14.6,-8.725
-73.75,45.47,2010-01-24,2.6,0.0,2.6,8,89,47,62.666666666666664,-9.791666666666666,24,9,16.333333333333332,48.3,24.1,27.687500000000004,101.94,100.44,101.29541666666667,2.4,-8.3,-3.5958333333333328
-73.75,45.47,2010-01-25,28.4,0.0,28.4,6,97,82,89.875,3.6541666666666672,63,11,24.666666666666668,25.0,4.0,21.579166666666666,100.3,98.08,99.00999999999999,7.9,2.4,5.187500000000001
-73.75,45.47,2010-01-26,0.8,1.6,1.8,2,90,71,81.5,-1.6916666666666667,39,22,29.333333333333332,25.0,2.4,13.541666666666666,99.94,98.91,99.25666666666666,2.4,0.6,1.1500000000000001
-73.75,45.47,2010-01-27,0.0,2.2,1.4,2,86,54,71.20833333333333,-6.108333333333333,33,6,23.083333333333332,25.0,3.2,19.8875,101.12,99.97,100.72125,0.7,-3.6,-1.45
-73.75,45.47,2010-01-28,0.0,9.2,6.0,3,89,66,82.16666666666667,-8.150000000000002,54,4,21.583333333333332,25.0,0.6,7.037499999999999,101.11,100.17,100.66125,-3.3,-12.1,-5.5625
-73.75,45.47,2010-01-29,0.0,0.2,0.2,4,86,44,54.541666666666664,-24.379166666666666,48,22,35.625,48.3,0.2,25.541666666666668,102.16,100.97,101.70666666666665,-13.4,-19.7,-17.262499999999996
